"date","total","a0_30","a30_50","a50_55","a55_60","a60_65","a65_70","a70_75","a75_80","a80_85","a85_90","a90_95","a95","temp_mean","temp_max","covid_cases","covid_deaths","month","year","week"
2019-12-28,2486,19,51,60,102,140,169,175,321,482,456,357,154,0.8,3.9,0,0,"12","2019","52"
2019-12-29,2503,23,57,59,87,128,168,178,314,482,448,382,177,-0.6,3.2,0,0,"12","2019","52"
2019-12-30,2615,21,75,56,105,114,161,181,358,482,507,393,162,-1,3.8,0,0,"12","2019","52"
2019-12-31,2685,20,60,49,96,132,176,188,333,535,483,436,177,0.1,2.6,0,0,"12","2019","53"
2020-01-01,2679,18,69,57,113,166,167,203,331,493,527,379,156,0.4,4.5,0,0,"1","2020","1"
2020-01-02,2809,16,73,58,108,167,192,221,358,556,513,385,162,-0.5,1.4,0,0,"1","2020","1"
2020-01-03,2759,24,72,58,106,141,176,186,378,561,513,385,159,5.8,9.3,0,0,"1","2020","1"
2020-01-04,2764,21,68,58,115,125,192,238,323,549,495,408,172,5.4,6.8,0,0,"1","2020","1"
2020-01-05,2531,29,65,55,87,131,170,194,327,483,454,398,138,4.8,6.3,0,0,"1","2020","1"
2020-01-06,2664,29,66,60,97,157,171,220,367,496,464,383,154,1.1,4.6,0,0,"1","2020","1"
2020-01-07,2801,22,58,62,116,157,207,235,348,511,519,406,160,3.4,8,0,0,"1","2020","1"
2020-01-08,2833,21,75,73,102,143,176,202,349,553,532,420,187,4.9,7.5,0,0,"1","2020","2"
2020-01-09,2914,20,56,73,108,150,208,231,379,552,522,439,176,9.2,11.2,0,0,"1","2020","2"
2020-01-10,2883,18,76,52,109,149,177,229,364,545,547,455,162,8.3,11.6,0,0,"1","2020","2"
2020-01-11,2680,25,81,62,88,128,174,213,327,539,475,415,153,2.1,6.8,0,0,"1","2020","2"
2020-01-12,2614,19,56,46,90,118,156,221,330,537,467,406,168,2.4,5.5,0,0,"1","2020","2"
2020-01-13,2756,22,79,83,116,147,185,228,322,519,512,383,160,5.4,6.7,0,0,"1","2020","2"
2020-01-14,2829,23,63,57,123,159,183,201,351,567,534,399,169,8,10.4,0,0,"1","2020","2"
2020-01-15,2684,15,61,72,104,149,181,218,341,516,475,387,165,10.2,13.4,0,0,"1","2020","3"
2020-01-16,2877,23,63,65,115,155,203,219,360,551,512,445,166,8.3,13.7,0,0,"1","2020","3"
2020-01-17,2694,24,49,71,101,128,169,192,356,554,514,395,141,4,7.6,0,0,"1","2020","3"
2020-01-18,2688,18,70,58,77,146,170,190,373,534,513,396,143,4.1,6.7,0,0,"1","2020","3"
2020-01-19,2584,25,57,43,103,129,180,214,318,506,489,354,166,3.6,6.8,0,0,"1","2020","3"
2020-01-20,2631,28,57,58,84,155,166,216,357,533,470,347,160,2.2,7.2,0,0,"1","2020","3"
2020-01-21,2702,23,73,74,94,129,190,208,362,507,506,371,165,0.1,5.4,0,0,"1","2020","3"
2020-01-22,2687,20,42,62,109,146,198,230,372,491,505,370,142,-2.9,-0.4,0,0,"1","2020","4"
2020-01-23,2724,16,62,65,101,145,220,225,367,541,463,372,147,1.4,4.3,0,0,"1","2020","4"
2020-01-24,2832,24,66,69,98,121,200,216,370,548,545,416,159,0.5,1.1,0,0,"1","2020","4"
2020-01-25,2668,15,55,58,96,135,182,204,339,507,501,425,151,0.7,1.6,0,0,"1","2020","4"
2020-01-26,2644,15,58,55,92,127,166,222,341,540,481,381,166,1.4,2.2,0,0,"1","2020","4"
2020-01-27,2803,24,57,81,98,156,210,200,346,566,532,354,179,5,7.7,0,0,"1","2020","4"
2020-01-28,2889,20,68,70,111,132,209,229,388,598,525,368,171,5.3,7.6,4,0,"1","2020","4"
2020-01-29,2834,25,59,51,102,150,212,215,379,563,497,419,162,4.1,7.8,2,0,"1","2020","5"
2020-01-30,2759,29,61,64,97,143,214,188,376,538,477,417,155,6.8,9.2,0,0,"1","2020","5"
2020-01-31,2904,30,67,61,107,138,211,226,412,543,539,418,152,12.6,15.1,3,0,"1","2020","5"
2020-02-01,2793,28,60,63,99,122,192,227,347,576,506,396,177,11.3,12.8,0,0,"2","2020","5"
2020-02-02,2724,25,56,60,100,135,182,189,361,528,525,392,171,10.2,14.7,0,0,"2","2020","5"
2020-02-03,2730,27,64,69,95,129,187,205,370,510,519,381,174,10.5,12.7,1,0,"2","2020","5"
2020-02-04,2886,22,56,68,113,146,183,212,409,569,524,392,192,5.1,7.2,5,0,"2","2020","5"
2020-02-05,2671,27,59,45,113,128,207,221,352,488,480,391,160,4,8.4,0,0,"2","2020","6"
2020-02-06,2591,17,54,51,109,129,178,194,334,487,506,371,161,0,5.7,1,0,"2","2020","6"
2020-02-07,2742,36,71,57,121,146,185,219,327,546,494,385,155,1.3,6.8,1,0,"2","2020","6"
2020-02-08,2701,20,70,66,100,130,181,230,352,512,496,411,133,1.4,5.5,0,0,"2","2020","6"
2020-02-09,2610,20,52,66,90,134,178,215,355,488,486,375,151,7.2,14.2,0,0,"2","2020","6"
2020-02-10,2838,15,60,63,127,136,209,204,373,580,492,413,166,8.8,13.4,0,0,"2","2020","6"
2020-02-11,2825,17,59,55,87,123,198,238,358,569,541,410,170,6,8.4,2,0,"2","2020","6"
2020-02-12,2771,28,55,60,112,160,186,204,377,533,470,424,162,3.9,6.6,2,0,"2","2020","7"
2020-02-13,2784,27,71,58,90,159,186,200,388,555,533,367,150,3,6.6,0,0,"2","2020","7"
2020-02-14,2783,30,64,55,104,138,199,207,368,532,507,408,171,6.5,8.8,0,0,"2","2020","7"
2020-02-15,2792,21,69,60,98,149,168,219,377,577,484,408,162,5.4,11.4,0,0,"2","2020","7"
2020-02-16,2736,28,55,55,110,147,179,218,360,531,513,398,142,13.5,17.9,0,0,"2","2020","7"
2020-02-17,2799,14,63,56,109,158,204,246,364,543,498,360,184,8.8,15.5,0,0,"2","2020","7"
2020-02-18,2642,27,60,50,84,141,183,202,342,544,469,371,169,7.2,9.1,0,0,"2","2020","7"
2020-02-19,2720,29,78,69,94,142,208,203,343,545,486,364,159,6,9.2,0,0,"2","2020","8"
2020-02-20,2721,35,52,59,110,130,179,223,349,536,480,409,159,7.2,10.3,1,0,"2","2020","8"
2020-02-21,2653,26,57,62,99,157,199,227,335,524,443,386,138,5.9,8.8,0,0,"2","2020","8"
2020-02-22,2659,25,59,53,99,137,199,183,348,555,467,370,164,7.8,11.2,1,0,"2","2020","8"
2020-02-23,2643,20,51,54,69,140,187,199,345,518,506,378,176,10.7,13.3,0,0,"2","2020","8"
2020-02-24,2760,18,55,63,101,165,168,227,347,552,509,398,157,7.9,12,2,0,"2","2020","8"
2020-02-25,2771,18,48,42,113,159,169,210,362,577,489,422,162,8.4,11.4,2,0,"2","2020","8"
2020-02-26,2764,17,60,52,87,142,213,199,342,572,513,416,151,4.1,6.1,7,0,"2","2020","9"
2020-02-27,2709,27,64,45,113,141,181,213,351,545,479,398,152,2.6,5.1,23,0,"2","2020","9"
2020-02-28,2885,30,62,74,110,159,189,212,387,538,529,430,165,4.5,7.6,48,0,"2","2020","9"
2020-02-29,2806,18,72,51,101,134,196,210,361,565,515,419,164,8.5,14.5,22,0,"2","2020","9"
2020-03-01,2632,21,70,55,75,123,173,211,363,513,470,389,169,8.4,11.7,38,0,"3","2020","9"
2020-03-02,2823,22,60,62,111,158,206,205,320,572,500,424,183,6.8,10.7,41,0,"3","2020","9"
2020-03-03,2874,29,79,64,113,165,178,203,370,529,555,418,171,5,8.6,83,0,"3","2020","9"
2020-03-04,2774,27,53,61,99,120,201,195,362,557,514,415,170,4.4,9.5,158,2,"3","2020","10"
2020-03-05,2753,21,55,66,89,146,210,229,375,503,517,400,142,5.8,8.5,190,1,"3","2020","10"
2020-03-06,2870,32,54,51,125,142,196,235,351,537,538,429,180,6.2,8.7,188,4,"3","2020","10"
2020-03-07,2687,29,52,48,100,120,170,226,336,535,521,386,164,6,10.2,140,4,"3","2020","10"
2020-03-08,2690,24,45,46,91,129,183,199,336,520,528,418,171,7.8,11.5,100,0,"3","2020","10"
2020-03-09,2860,14,68,66,99,150,198,224,365,538,504,438,196,8.2,12,346,6,"3","2020","10"
2020-03-10,2844,19,60,63,97,135,194,227,370,524,548,430,177,7.7,13,592,4,"3","2020","10"
2020-03-11,2860,14,67,48,96,134,209,250,356,607,503,409,167,14.1,15.4,749,7,"3","2020","11"
2020-03-12,2823,19,58,69,112,157,200,228,351,577,488,396,168,11.3,13.7,983,11,"3","2020","11"
2020-03-13,2796,24,59,59,101,148,196,233,366,602,455,395,158,7.2,10.7,1433,15,"3","2020","11"
2020-03-14,2775,32,63,51,101,134,200,210,366,532,525,404,157,5.5,11.9,1308,20,"3","2020","11"
2020-03-15,2708,29,58,55,80,153,170,204,346,548,501,399,165,7.6,14.9,967,12,"3","2020","11"
2020-03-16,2886,23,74,56,101,135,211,229,384,573,528,415,157,9.5,18,2051,35,"3","2020","11"
2020-03-17,2830,23,67,60,104,141,186,217,351,546,568,399,168,11.2,17.2,3031,40,"3","2020","11"
2020-03-18,2895,22,71,54,83,154,220,232,385,556,559,392,167,9.3,17.2,3585,63,"3","2020","12"
2020-03-19,2767,26,76,69,93,158,210,196,352,504,504,412,167,10.9,18.1,4069,61,"3","2020","12"
2020-03-20,2838,17,72,69,108,153,184,255,380,549,502,396,153,11.9,16.5,4045,95,"3","2020","12"
2020-03-21,2725,17,45,55,108,136,190,219,356,546,512,376,165,5.9,8.6,3337,91,"3","2020","12"
2020-03-22,2551,22,52,58,82,140,166,184,336,494,445,394,178,4.6,10.3,2278,73,"3","2020","12"
2020-03-23,2652,20,56,60,105,132,192,184,354,532,509,365,143,2.9,8.7,3722,123,"3","2020","12"
2020-03-24,2694,16,52,52,98,143,185,209,313,566,510,391,159,3.3,9.8,4864,162,"3","2020","12"
2020-03-25,2883,28,60,73,110,145,195,225,366,611,525,394,151,4.9,11.6,5701,209,"3","2020","13"
2020-03-26,2793,22,70,70,101,117,203,222,378,525,511,388,186,6.3,11.3,5889,257,"3","2020","13"
2020-03-27,2914,17,59,57,118,140,228,252,341,579,529,423,171,10.8,17.4,5989,252,"3","2020","13"
2020-03-28,2915,11,63,74,116,148,174,226,385,571,540,428,179,12.4,18.2,4757,238,"3","2020","13"
2020-03-29,2589,19,59,44,80,134,168,213,321,522,476,382,171,5.4,8.9,3100,159,"3","2020","13"
2020-03-30,2848,16,70,65,99,139,188,227,377,552,526,422,167,3.9,9.2,4070,255,"3","2020","13"
2020-03-31,2897,24,62,62,104,147,224,218,405,529,551,393,178,5.7,9.7,6054,350,"3","2020","13"
2020-04-01,2942,26,60,60,93,145,187,237,377,616,545,436,160,4.2,11.1,6310,361,"4","2020","14"
2020-04-02,3020,22,84,69,104,141,199,241,391,615,542,444,168,6.2,14.4,6561,393,"4","2020","14"
2020-04-03,2918,16,79,34,104,136,200,229,397,556,567,415,185,7.6,13.5,6209,367,"4","2020","14"
2020-04-04,2867,17,54,57,91,132,193,208,399,580,570,387,179,7.7,15.5,4310,233,"4","2020","14"
2020-04-05,2803,28,66,50,111,125,170,226,346,551,545,424,161,12,19.4,2542,167,"4","2020","14"
2020-04-06,2961,17,66,65,125,163,204,233,359,579,536,425,189,13.4,22.8,3677,274,"4","2020","14"
2020-04-07,2992,25,68,63,113,137,201,208,361,620,567,464,165,15,23.6,5211,317,"4","2020","14"
2020-04-08,3090,27,83,67,115,138,210,228,390,630,589,425,188,16.6,24.1,5282,317,"4","2020","15"
2020-04-09,2900,14,51,56,96,129,207,223,375,581,549,451,168,16.1,24.4,4907,302,"4","2020","15"
2020-04-10,2685,16,48,51,90,158,194,205,349,548,506,377,143,16.9,22.7,3335,187,"4","2020","15"
2020-04-11,2728,18,50,54,88,139,192,209,358,550,509,393,168,14.9,22.6,2915,181,"4","2020","15"
2020-04-12,2680,17,54,66,85,117,163,205,346,537,512,412,166,15.4,24.8,1836,153,"4","2020","15"
2020-04-13,2602,22,53,62,75,119,166,205,321,540,495,396,148,8.9,13.8,1594,150,"4","2020","15"
2020-04-14,2667,19,64,57,98,154,212,236,337,497,478,365,150,5.5,11.5,2482,202,"4","2020","15"
2020-04-15,2669,28,67,54,109,115,178,200,348,532,488,388,162,9.4,18.3,3315,214,"4","2020","16"
2020-04-16,2727,16,58,65,102,133,161,193,347,555,493,443,161,14.1,24.3,3395,165,"4","2020","16"
2020-04-17,2822,14,58,56,91,147,183,240,378,529,544,425,157,16.5,25.2,3060,157,"4","2020","16"
2020-04-18,2623,20,68,62,86,109,174,179,357,526,527,351,164,17.4,24.9,2082,106,"4","2020","16"
2020-04-19,2583,23,56,47,67,121,159,218,326,544,498,381,143,13.9,18.4,1393,109,"4","2020","16"
